date,time,cash_type,card,price,coffee_name
2024/5/9,17:38,card,ANON-0000-0000-0157,2.792,Americano
2024/5/9,17:54,card,ANON-0000-0000-0143,3.282,Americano with Milk
2024/5/10,8:41,cash,,3.9,Latte
2024/5/10,11:29,card,ANON-0000-0000-0158,3.772,Latte
2024/5/10,11:41,card,ANON-0000-0000-0158,3.772,Latte
2024/5/10,15:09,cash,,3.4,Americano with Milk
2024/5/11,8:13,card,ANON-0000-0000-0069,3.772,Latte
2024/5/11,9:45,cash,,3.9,Latte
2024/5/11,9:47,card,ANON-0000-0000-0009,3.282,Americano with Milk
2024/5/11,10:21,card,ANON-0000-0000-0026,3.772,Cocoa
2024/5/11,10:50,card,ANON-0000-0000-0040,3.772,Cappuccino
2024/5/11,11:47,card,ANON-0000-0000-0012,3.282,Americano with Milk
2024/5/11,12:05,card,ANON-0000-0000-0115,3.772,Cappuccino
2024/5/11,15:27,card,ANON-0000-0000-0159,3.772,Latte
2024/5/12,8:44,card,ANON-0000-0000-0001,3.772,Latte
2024/5/12,11:22,card,ANON-0000-0000-0160,3.772,Latte
2024/5/12,12:17,card,ANON-0000-0000-0161,2.792,Americano
2024/5/12,13:57,card,ANON-0000-0000-0077,3.772,Latte
2024/5/12,14:14,card,ANON-0000-0000-0162,3.282,Americano with Milk
2024/5/12,14:49,card,ANON-0000-0000-0163,3.282,Americano with Milk
2024/5/12,17:12,card,ANON-0000-0000-0012,3.282,Americano with Milk
2024/5/12,17:45,card,ANON-0000-0000-0009,3.282,Americano with Milk
2024/5/13,6:21,card,ANON-0000-0000-0164,3.282,Americano with Milk
2024/5/13,8:06,cash,,2.9,Americano
2024/5/13,17:34,cash,,2.9,Americano
2024/5/14,7:23,card,ANON-0000-0000-0012,2.792,Americano
2024/5/14,7:24,card,ANON-0000-0000-0012,2.792,Americano
2024/5/14,8:41,card,ANON-0000-0000-0012,2.792,Americano
2024/5/14,8:49,card,ANON-0000-0000-0012,3.772,Cappuccino
2024/5/14,9:19,card,ANON-0000-0000-0165,3.772,Latte
2024/5/14,10:01,card,ANON-0000-0000-0165,3.772,Cappuccino
2024/5/14,12:26,card,ANON-0000-0000-0025,3.772,Cappuccino
2024/5/14,13:12,card,ANON-0000-0000-0009,3.282,Americano with Milk
2024/5/14,14:51,card,ANON-0000-0000-0040,2.792,Americano
2024/5/14,16:23,card,ANON-0000-0000-0166,3.282,Americano with Milk
2024/5/14,17:01,card,ANON-0000-0000-0166,3.772,Cappuccino
2024/5/14,17:59,card,ANON-0000-0000-0167,3.772,Hot Chocolate
2024/5/15,6:15,card,ANON-0000-0000-0168,3.772,Latte
2024/5/15,7:28,card,ANON-0000-0000-0012,2.302,Espresso
2024/5/15,8:34,card,ANON-0000-0000-0012,2.792,Americano
2024/5/15,10:13,card,ANON-0000-0000-0003,2.792,Americano
2024/5/15,11:32,card,ANON-0000-0000-0003,2.792,Americano
2024/5/15,11:58,card,ANON-0000-0000-0003,2.792,Americano
2024/5/15,14:17,card,ANON-0000-0000-0164,3.282,Americano with Milk
2024/5/15,15:27,cash,,2.9,Americano
2024/5/15,15:43,card,ANON-0000-0000-0169,2.792,Cortado
2024/5/15,16:26,card,ANON-0000-0000-0012,2.792,Cortado
2024/5/15,16:35,card,ANON-0000-0000-0170,2.302,Espresso
2024/5/15,17:57,card,ANON-0000-0000-0171,3.772,Cappuccino
